Table S10. Characteristics of the 28,947 TEs annotated in the 47 genomes analyzed in this work that were transfered to the reference genome. "TEs used in the site frequency spectrum (SFS) analysis" are the result of filtering out the insertions < 120bp long  (28,365 TEs). "North America" and "Europe" refers to the number of strains containing that particular in those continents (see Table S15). "Other" refers to the TEs which are neither from Europe or North America.																					
TE name	Chromosome	Start	End	Strand	Class	Order	SuperFamily	Family	TE present in REF	Number of genomes present (47)	Genomes	TE name (in strain)	TE length c	TE ratio vs family consensus sequence (in strains)	Recombination rate Comeron et al 2012	Recombination rate Fiston-Lavier et al 2011	Recombination classification	TE used in SFS analysis	Europe	North_America	Other
FBti0060791	2L	14743941	14744048	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	47	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_187_INE-1;ORE_171_INE-1;A6_203_INE-1;B6_175_INE-1;B4_165_INE-1;B3_150_INE-1;JUT-008_190_INE-1;MUN-008_189_INE-1;AB8_169_INE-1;AKA-017_173_INE-1;MUN-013_234_INE-1;A3_154_INE-1;STO-022_180_INE-1;B2_189_INE-1;GIM-012_160_INE-1;AKA-018_217_INE-1;JUT-011_170_INE-1;COR-018_185_INE-1;TEN-015_164_INE-1;RAL-177_186_INE-1;A4_163_INE-1;A1_178_INE-1;RAL-375_168_INE-1;SLA-001_184_INE-1;RAL-059_302_INE-1;A7_160_INE-1;MUN-015_151_INE-1;KIE-094_153_INE-1;GIM-024_161_INE-1;COR-014_142_INE-1;RAL-737_172_INE-1;LUN-007_182_INE-1;A5_167_INE-1;COR-025_215_INE-1;B1_163_INE-1;RAL-426_235_INE-1;COR-023_152_INE-1;RAL-091_108_INE-1;TOM-008_196_INE-1;RAL-176_175_INE-1;TOM-007_200_INE-1;MUN-009_163_INE-1;MUN-016_176_INE-1;MUN-020_169_INE-1;RAL-855_197_INE-1;FBti0060791;LUN-004_147_INE-1	141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;3422;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;141;107;141	0.20600000000000002;0.20600000000000002;0.20600000000000002;0.20600000000000002;0.20600000000000002;0.20600000000000002;0.206;0.206;0.20600000000000002;0.206;0.206;0.20600000000000002;0.206;0.20600000000000002;0.206;0.206;0.206;0.206;0.206;0.206;0.20600000000000002;0.20600000000000002;0.206;5.01;0.206;0.20600000000000002;0.206;0.206;0.206;0.206;0.206;0.206;0.20600000000000002;0.206;0.20600000000000002;0.206;0.206;0.206;0.206;0.206;0.206;0.206;0.206;0.206;0.206;.;0.206	1.055475623	2.21	HRR	YES	16	26	5
FBti0060791.c1	2L	14743941	14744048	#ERROR!	DNA	Helitron	INE-1	INE-1	NO	1	RAL-091	RAL-091_238_INE-1	141	0.206	1.055475623	2.21	HRR	YES	1	0	0
ISO1_171_INE-1	2L	14747220	14747324	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	46	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;RAL-059;A7;MUN-015;KIE-094;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_188_INE-1;ORE_172_INE-1;A6_204_INE-1;B6_176_INE-1;B4_166_INE-1;B3_151_INE-1;JUT-008_191_INE-1;MUN-008_190_INE-1;AB8_170_INE-1;AKA-017_174_INE-1;MUN-013_235_INE-1;A3_155_INE-1;STO-022_181_INE-1;B2_190_INE-1;GIM-012_161_INE-1;AKA-018_218_INE-1;JUT-011_171_INE-1;COR-018_186_INE-1;TEN-015_165_INE-1;RAL-177_187_INE-1;A4_164_INE-1;A1_179_INE-1;RAL-375_169_INE-1;RAL-059_303_INE-1;A7_161_INE-1;MUN-015_152_INE-1;KIE-094_154_INE-1;GIM-024_162_INE-1;COR-014_143_INE-1;RAL-737_173_INE-1;LUN-007_183_INE-1;A5_168_INE-1;COR-025_216_INE-1;B1_164_INE-1;RAL-426_236_INE-1;COR-023_153_INE-1;RAL-091_109_INE-1;TOM-008_197_INE-1;RAL-176_176_INE-1;TOM-007_201_INE-1;MUN-009_164_INE-1;MUN-016_177_INE-1;MUN-020_170_INE-1;RAL-855_198_INE-1;ISO1_171_INE-1;LUN-004_148_INE-1	122;122;122;122;122;122;122;122;122;122;122;122;104;122;104;122;122;122;122;122;122;122;122;104;122;122;122;122;104;122;122;122;122;104;122;122;104;122;104;122;104;122;104;122;104;122	0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.152;0.079;0.152;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.079;0.152;0.079;0.079;0.079;0.079;0.152;0.079;0.079;0.079;0.079;0.152;0.079;0.079;0.152;0.079;0.152;0.079;0.152;0.079;0.152;0.079;0.152;0.079	1.055475623	2.21	HRR	YES	16	25	5
ISO1_171_INE-1.c1	2L	14747220	14747324	#ERROR!	DNA	Helitron	INE-1	INE-1	NO	1	RAL-091	RAL-091_239_INE-1	104	0.152	1.055475623	2.21	HRR	NO	1	0	0
2L_14748868_14748868_Nomad	2L	14748868	14748868	#ERROR!	RNA	LTR	Gypsy	Nomad	NO	1	RAL-059	RAL-059_304_Nomad	2666	0.344	1.055475623	2.21	HRR	YES	1	0	0
2L_14750041_14750041_Max-element	2L	14750041	14750041	#ERROR!	RNA	LTR	Pao	Max-element	NO	1	A6	A6_205_Max-element	8556	0.927	1.055475623	2.21	HRR	YES	1	0	0
2L_14751723_14751723_roo	2L	14751723	14751723	-	RNA	LTR	Pao	roo	NO	1	JUT-011	JUT-011_172_roo	9092	0.96	1.055475623	2.21	HRR	YES	0	1	0
2L_14751746_14751746_412	2L	14751746	14751746	#ERROR!	RNA	LTR	Gypsy	412	NO	1	A7	A7_162_412	7605	0.978	1.055475623	2.21	HRR	YES	0	0	1
2L_14752725_14752727_INE-1	2L	14752725	14752727	#ERROR!	DNA	Helitron	INE-1	INE-1	NO	8	GIM-012;B6;COR-018;JUT-008;RAL-737;A5;B2;MUN-015	B6_177_INE-1;JUT-008_192_INE-1;B2_191_INE-1;GIM-012_162_INE-1;COR-018_187_INE-1;MUN-015_153_INE-1;RAL-737_174_INE-1;A5_169_INE-1	100;100;100;100;100;100;100;100	0.223;0.223;0.223;0.223;0.223;0.223;0.223;0.223	1.055475623	2.21	HRR	NO	2	5	1
2L_14753674_14753674_1360	2L	14753674	14753674	#ERROR!	DNA	TIR	P	1360	NO	1	A2	A2_189_1360	1487	0.321	1.055475623	2.21	HRR	YES	1	0	0
2L_14758541_14758541_Copia	2L	14758541	14758541	-	RNA	LTR	Copia	Copia	NO	1	MUN-020	MUN-020_171_Copia	5132	0.954	1.055475623	2.21	HRR	YES	0	1	0
2L_14759474_14759474_Copia	2L	14759474	14759474	-	RNA	LTR	Copia	Copia	NO	1	STO-022	STO-022_182_Copia	5140	0.955	1.055475623	2.21	HRR	YES	0	1	0
3R_24507663_24507685_jockey	3R	24507663	24507685	-	RNA	LINE	Jockey	jockey	NO	2	AKA-017;MUN-008	MUN-008_1367_jockey;AKA-017_1248_jockey	5006;2574	0.995;0.512	5.875963528	3.22	HRR	YES	0	2	0
2L_14764318_14764318_roo	2L	14764318	14764318	#ERROR!	RNA	LTR	Pao	roo	NO	1	JUT-011	JUT-011_173_roo	9103	0.961	1.055475623	2.21	HRR	YES	0	1	0
2L_14770409_14770409_Stalker4	2L	14770409	14770409	-	RNA	LTR	Gypsy	Stalker4	NO	1	COR-018	COR-018_188_Stalker4	7367	0.994	1.055475623	2.21	HRR	YES	0	1	0
2L_14777252_14777252_Stalker2	2L	14777252	14777252	#ERROR!	RNA	LTR	Gypsy	Stalker2	NO	1	RAL-426	RAL-426_237_Stalker2	7874	0.987	1.055475623	2.21	HRR	YES	1	0	0
ISO1_172_THARE	2L	14778293	14778398	#ERROR!	RNA	LINE	Jockey	THARE	YES	32	A2;A6;B6;B4;B3;MUN-008;AB8;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;A4;RAL-375;SLA-001;A7;KIE-094;GIM-024;COR-014;A5;COR-025;B1;RAL-426;TOM-008;TOM-007;ISO-1;LUN-004	A2_190_THARE;A6_206_THARE;B6_178_THARE;B4_167_THARE;B3_153_THARE;MUN-008_191_THARE;AB8_171_THARE;AKA-017_176_THARE;MUN-013_236_THARE;A3_156_THARE;STO-022_183_THARE;B2_192_THARE;GIM-012_163_THARE;AKA-018_219_THARE;JUT-011_174_THARE;COR-018_189_THARE;TEN-015_166_THARE;A4_165_THARE;RAL-375_170_THARE;SLA-001_185_THARE;A7_163_THARE;KIE-094_155_THARE;GIM-024_163_THARE;COR-014_144_THARE;A5_170_THARE;COR-025_217_THARE;B1_165_THARE;RAL-426_238_THARE;TOM-008_198_THARE;TOM-007_202_THARE;ISO1_172_THARE;LUN-004_149_THARE	105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105	0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01	1.055475623	2.21	HRR	NO	8	19	5
2L_14780587_14780587_F-element	2L	14780587	14780587	-	RNA	LINE	Jockey	F-element	NO	1	AKA-018	AKA-018_220_F-element	4696	0.992	1.055475623	2.21	HRR	YES	0	1	0
2L_14782992_14782992_roo	2L	14782992	14782992	-	RNA	LTR	Pao	roo	NO	1	RAL-177	RAL-177_188_roo	9085	0.959	1.055475623	2.21	HRR	YES	1	0	0
2L_14788646_14788646_Blastopia	2L	14788646	14788646	#ERROR!	RNA	LTR	Gypsy	Blastopia	NO	1	B1	B1_166_Blastopia	4955	0.977	1.055475623	2.21	HRR	YES	1	0	0
2L_14788650_14788650_Quasimodo	2L	14788650	14788650	#ERROR!	RNA	LTR	Gypsy	Quasimodo	NO	1	GIM-024	GIM-024_164_Quasimodo	7367	0.979	1.055475623	2.21	HRR	YES	0	1	0
2L_14792532_14792532_Nomad	2L	14792532	14792532	-	RNA	LTR	Gypsy	Nomad	NO	1	A1	A1_180_Nomad	7645	0.988	1.055475623	2.21	HRR	YES	1	0	0
3R_18700492_18700494_BS2	3R	18700492	18700494	#ERROR!	RNA	LINE	Jockey	BS2	NO	2	COR-018;LUN-004	COR-018_1420_BS2;LUN-004_1235_BS2	4735;4730	0.984;0.983	1.414583812	2.845	HRR	YES	0	2	0
2L_14794415_14794415_roo	2L	14794415	14794415	#ERROR!	RNA	LTR	Pao	roo	NO	1	AKA-018	AKA-018_221_roo	7098	0.75	1.055475623	2.21	HRR	YES	0	1	0
2L_14798133_14798133_I-element	2L	14798133	14798133	#ERROR!	RNA	LINE	I	I-element	NO	1	JUT-011	JUT-011_175_I-element	5369	0.985	1.055475623	2.21	HRR	YES	0	1	0
FBti0019176	2L	14803935	14809079	-	RNA	LTR	Copia	Copia	YES	1	ISO-1	FBti0019176	5144	.	.	.	.	YES	1	0	0
2R_12545415_12545422_Nomad	2R	12545415	12545422	#ERROR!	RNA	LTR	Gypsy	Nomad	NO	2	AKA-017;MUN-013	AKA-017_547_Nomad;MUN-013_639_Nomad	407;408	0.053;0.053	3.904710614	2.76	HRR	YES	0	2	0
2L_14814259_14814259_Copia	2L	14814259	14814259	#ERROR!	RNA	LTR	Copia	Copia	NO	1	GIM-012	GIM-012_164_Copia	4378	0.813	1.64185097	2.155	HRR	YES	0	1	0
2L_14816419_14816419_roo	2L	14816419	14816419	#ERROR!	RNA	LTR	Pao	roo	NO	1	A1	A1_181_roo	9101	0.961	1.64185097	2.155	HRR	YES	1	0	0
2L_14816430_14816430_297	2L	14816430	14816430	-	RNA	LTR	Gypsy	297	NO	1	A6	A6_207_297	5598	0.775	1.64185097	2.155	HRR	YES	1	0	0
2L_14818403_14818403_HMS-Beagle	2L	14818403	14818403	#ERROR!	RNA	LTR	Gypsy	HMS-Beagle	NO	1	A5	A5_171_HMS-Beagle	7057	0.981	1.64185097	2.155	HRR	YES	0	1	0
2L_14819607_14819607_F-element	2L	14819607	14819607	-	RNA	LINE	Jockey	F-element	NO	1	A1	A1_182_F-element	2038	0.431	1.64185097	2.155	HRR	YES	1	0	0
2L_14821712_14821712_G6	2L	14821712	14821712	-	RNA	LINE	Jockey	G6	NO	1	JUT-008	JUT-008_193_G6	1460	0.493	1.64185097	2.155	HRR	YES	0	1	0
2L_14824438_14824438_412	2L	14824438	14824438	#ERROR!	RNA	LTR	Gypsy	412	NO	1	LUN-007	LUN-007_184_412	7540	0.969	1.64185097	2.155	HRR	YES	0	1	0
2L_14824666_14824666_F-element	2L	14824666	14824666	-	RNA	LINE	Jockey	F-element	NO	1	ORE	ORE_173_F-element	3858	0.815	1.64185097	2.155	HRR	YES	1	0	0
2L_14829360_14829360_412	2L	14829360	14829360	-	RNA	LTR	Gypsy	412	NO	1	JUT-011	JUT-011_176_412	7521	0.967	1.64185097	2.155	HRR	YES	0	1	0
2L_14829796_14829796_jockey	2L	14829796	14829796	-	RNA	LINE	Jockey	jockey	NO	1	B1	B1_167_jockey	2651	0.527	1.64185097	2.155	HRR	YES	1	0	0
2L_14830688_14830688_roo	2L	14830688	14830688	-	RNA	LTR	Pao	roo	NO	1	JUT-008	JUT-008_194_roo	9307	0.983	1.64185097	2.155	HRR	YES	0	1	0
2L_14832384_14832384_Blastopia	2L	14832384	14832384	#ERROR!	RNA	LTR	Gypsy	Blastopia	NO	1	KIE-094	KIE-094_156_Blastopia	5012	0.988	1.64185097	2.155	HRR	YES	0	1	0
2L_14840394_14840394_I-element	2L	14840394	14840394	-	RNA	LINE	I	I-element	NO	1	COR-018	COR-018_190_I-element	5378	0.987	1.64185097	2.155	HRR	YES	0	1	0
2L_14845472_14845472_transib1	2L	14845472	14845472	-	DNA	TIR	CMC-Transib	transib1	NO	1	TOM-008	TOM-008_199_transib1	2679	0.973	1.64185097	2.155	HRR	YES	0	1	0
2L_14848431_14848431_pogo	2L	14848431	14848431	#ERROR!	DNA	TIR	TcMar-Pogo	pogo	NO	1	A5	A5_172_pogo	1225	0.549	1.64185097	2.155	HRR	YES	0	1	0
2L_14849430_14849430_roo	2L	14849430	14849430	-	RNA	LTR	Pao	roo	NO	1	COR-018	COR-018_191_roo	440	0.046	1.64185097	2.155	HRR	YES	0	1	0
2L_14851585_14851585_Copia	2L	14851585	14851585	-	RNA	LTR	Copia	Copia	NO	1	B2	B2_193_Copia	5144	0.956	1.64185097	2.155	HRR	YES	0	0	1
2L_14855145_14855145_H	2L	14855145	14855145	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	ORE	ORE_174_H	1469	0.488	1.64185097	2.155	HRR	YES	1	0	0
2L_14858259_14858259_H	2L	14858259	14858259	-	DNA	TIR	hAT-hobo	H	NO	1	RAL-375	RAL-375_171_H	2586	0.859	1.64185097	2.155	HRR	YES	1	0	0
2L_14859596_14859596_Burdock	2L	14859596	14859596	#ERROR!	RNA	LTR	Gypsy	Burdock	NO	1	B4	B4_168_Burdock	6421	0.993	1.64185097	2.155	HRR	YES	1	0	0
2L_14860185_14860185_I-element	2L	14860185	14860185	-	RNA	LINE	I	I-element	NO	1	B4	B4_169_I-element	5376	0.987	1.64185097	2.155	HRR	YES	1	0	0
2L_14863861_14863861_297	2L	14863861	14863861	-	RNA	LTR	Gypsy	297	NO	1	A6	A6_208_297	6269	0.868	1.64185097	2.155	HRR	YES	1	0	0
2L_14864951_14864951_BS2	2L	14864951	14864951	-	RNA	LINE	Jockey	BS2	NO	1	JUT-011	JUT-011_177_BS2	4729	0.983	1.64185097	2.155	HRR	YES	0	1	0
2L_14872669_14872669_roo	2L	14872669	14872669	#ERROR!	RNA	LTR	Pao	roo	NO	1	LUN-007	LUN-007_185_roo	429	0.045	1.64185097	2.155	HRR	YES	0	1	0
2L_14878754_14878754_mdg1	2L	14878754	14878754	-	RNA	LTR	Gypsy	mdg1	NO	1	A1	A1_183_mdg1	7435	0.774	1.64185097	2.155	HRR	YES	1	0	0
2L_14884362_14884362_roo	2L	14884362	14884362	#ERROR!	RNA	LTR	Pao	roo	NO	1	A4	A4_166_roo	8791	0.928	1.64185097	2.155	HRR	YES	0	0	1
2L_14884908_14884908_297	2L	14884908	14884908	#ERROR!	RNA	LTR	Gypsy	297	NO	1	AB8	AB8_172_297	5605	0.776	1.64185097	2.155	HRR	YES	0	0	1
FBti0060844	2L	14884909	14885040	#ERROR!	DNA	Helitron	INE-1	INE-1	YES	45	A2;ORE;A6;B6;B4;B3;JUT-008;MUN-008;AKA-017;MUN-013;A3;STO-022;B2;GIM-012;AKA-018;JUT-011;COR-018;TEN-015;RAL-177;A4;A1;RAL-375;SLA-001;RAL-059;A7;MUN-015;GIM-024;COR-014;RAL-737;LUN-007;A5;COR-025;B1;RAL-426;COR-023;RAL-091;TOM-008;RAL-176;TOM-007;MUN-009;MUN-016;MUN-020;RAL-855;ISO-1;LUN-004	A2_191_INE-1;ORE_175_INE-1;A6_209_INE-1;B6_179_INE-1;B4_170_INE-1;B3_155_INE-1;JUT-008_195_INE-1;MUN-008_192_INE-1;AKA-017_178_INE-1;MUN-013_237_INE-1;A3_157_INE-1;STO-022_184_INE-1;B2_194_INE-1;GIM-012_165_INE-1;AKA-018_222_INE-1;JUT-011_178_INE-1;COR-018_192_INE-1;TEN-015_167_INE-1;RAL-177_190_INE-1;A4_167_INE-1;A1_184_INE-1;RAL-375_172_INE-1;SLA-001_186_INE-1;RAL-059_305_INE-1;A7_164_INE-1;MUN-015_154_INE-1;GIM-024_165_INE-1;COR-014_145_INE-1;RAL-737_175_INE-1;LUN-007_186_INE-1;A5_173_INE-1;COR-025_218_INE-1;B1_168_INE-1;RAL-426_239_INE-1;COR-023_154_INE-1;RAL-091_240_INE-1;TOM-008_200_INE-1;RAL-176_177_INE-1;TOM-007_203_INE-1;MUN-009_165_INE-1;MUN-016_178_INE-1;MUN-020_172_INE-1;RAL-855_199_INE-1;FBti0060844;LUN-004_151_INE-1	216;216;296;296;296;214;191;216;214;216;216;144;216;214;296;296;170;216;296;191;216;214;216;144;214;296;216;144;144;214;214;214;216;272;144;144;216;216;214;144;144;161;144;131;214	0.316;0.316;0.433;0.433;0.433;0.313;0.28;0.316;0.313;0.316;0.316;0.211;0.316;0.313;0.433;0.433;0.249;0.316;0.433;0.28;0.316;0.313;0.316;0.211;0.313;0.433;0.316;0.211;0.211;0.313;0.313;0.313;0.316;0.398;0.211;0.211;0.316;0.316;0.313;0.211;0.211;0.236;0.211;.;0.313	1.64185097	2.155	HRR	YES	16	25	4
2L_14885553_14885553_297	2L	14885553	14885553	-	RNA	LTR	Gypsy	297	NO	1	KIE-094	KIE-094_159_297	1341	0.186	1.64185097	2.155	HRR	YES	0	1	0
2L_14885553_14885555_INE-1	2L	14885553	14885555	-	DNA	Helitron	INE-1	INE-1	NO	2	KIE-094;AB8	AB8_173_INE-1;KIE-094_160_INE-1	143;143	0.209;0.209	1.64185097	2.155	HRR	YES	0	1	1
2L_14885918_14885918_Copia	2L	14885918	14885918	#ERROR!	RNA	LTR	Copia	Copia	NO	1	AKA-018	AKA-018_223_Copia	5141	0.955	1.64185097	2.155	HRR	YES	0	1	0
2R_15479162_15479164_pogo	2R	15479162	15479164	-	DNA	TIR	TcMar-Pogo	pogo	NO	2	B4;COR-023	B4_577_pogo;COR-023_565_pogo	949;947	0.425;0.424	1.301570205	3.435	HRR	YES	1	1	0
2L_14886454_14886454_jockey	2L	14886454	14886454	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A7	A7_165_jockey	5006	0.995	1.64185097	2.155	HRR	YES	0	0	1
2L_14886732_14886732_jockey	2L	14886732	14886732	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	GIM-012	GIM-012_166_jockey	768	0.153	1.64185097	2.155	HRR	YES	0	1	0
2L_14886946_14886950_BS	2L	14886946	14886950	-	RNA	LINE	Jockey	BS	NO	2	MUN-009;MUN-020	MUN-009_166_BS;MUN-020_173_BS	5129;5125	0.964;0.963	1.64185097	2.155	HRR	YES	0	2	0
2L_14886947_14886951_jockey	2L	14886947	14886951	-	RNA	LINE	Jockey	jockey	NO	2	MUN-009;MUN-020	MUN-009_167_jockey;MUN-020_174_jockey	346;344	0.069;0.068	1.64185097	2.155	HRR	YES	0	2	0
2L_14887445_14887445_hopper	2L	14887445	14887445	-	DNA	TIR	CMC-Transib	hopper	NO	1	A6	A6_210_hopper	1435	0.988	1.64185097	2.155	HRR	YES	1	0	0
2L_14888355_14888355_TART-A	2L	14888355	14888355	-	RNA	LINE	Jockey	TART-A	NO	1	LUN-007	LUN-007_187_TART-A	113	0.008	1.64185097	2.155	HRR	NO	0	1	0
2L_14889077_14889077_jockey	2L	14889077	14889077	#ERROR!	RNA	LINE	Jockey	jockey	NO	1	A2	A2_192_jockey	4413	0.877	1.64185097	2.155	HRR	YES	1	0	0
2L_14889673_14889673_297	2L	14889673	14889673	#ERROR!	RNA	LTR	Gypsy	297	NO	1	KIE-094	KIE-094_157_297	4265	0.59	1.64185097	2.155	HRR	YES	0	1	0
2L_14889674_14889674_H	2L	14889674	14889674	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	KIE-094	KIE-094_158_H	1515	0.503	1.64185097	2.155	HRR	YES	0	1	0
2L_14890002_14890002_H	2L	14890002	14890002	-	DNA	TIR	hAT-hobo	H	NO	1	A6	A6_211_H	1972	0.655	1.64185097	2.155	HRR	YES	1	0	0
FBti0019177	2L	14890023	14890375	-	RNA	LINE	Jockey	jockey	YES	1	ISO-1	FBti0019177	352	.	.	.	.	YES	1	0	0
2L_14891050_14891050_Tabor	2L	14891050	14891050	#ERROR!	RNA	LTR	Gypsy	Tabor	NO	1	A5	A5_174_Tabor	7350	0.975	1.64185097	2.155	HRR	YES	0	1	0
2L_14892081_14892083_Copia	2L	14892081	14892083	-	RNA	LTR	Copia	Copia	NO	2	KIE-094;AB8	AB8_174_Copia;KIE-094_161_Copia	5146;275	0.956;0.051	1.64185097	2.155	HRR	YES	0	1	1
2L_14892913_14892913_Copia	2L	14892913	14892913	-	RNA	LTR	Copia	Copia	NO	1	A1	A1_185_Copia	5255	0.976	1.64185097	2.155	HRR	YES	1	0	0
2L_14900422_14900422_HMS-Beagle	2L	14900422	14900422	#ERROR!	RNA	LTR	Gypsy	HMS-Beagle	NO	1	B6	B6_180_HMS-Beagle	7052	0.981	1.172750693	2.095	HRR	YES	1	0	0
2L_14904344_14904344_297	2L	14904344	14904344	-	RNA	LTR	Gypsy	297	NO	1	SLA-001	SLA-001_187_297	6253	0.865	1.172750693	2.095	HRR	YES	0	1	0
2L_14904531_14904531_Transpac	2L	14904531	14904531	-	RNA	LTR	Gypsy	Transpac	NO	1	B1	B1_169_Transpac	5254	0.993	1.172750693	2.095	HRR	YES	1	0	0
2L_14905006_14905006_Ivk	2L	14905006	14905006	#ERROR!	RNA	LINE	I	Ivk	NO	1	B1	B1_170_Ivk	5371	0.98	1.172750693	2.095	HRR	YES	1	0	0
2L_14907946_14907946_F-element	2L	14907946	14907946	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	RAL-176	RAL-176_178_F-element	4704	0.994	1.172750693	2.095	HRR	YES	1	0	0
2L_14915296_14915296_Copia	2L	14915296	14915296	#ERROR!	RNA	LTR	Copia	Copia	NO	1	B6	B6_181_Copia	5148	0.957	1.172750693	2.095	HRR	YES	1	0	0
2L_14916900_14916900_gypsy1	2L	14916900	14916900	#ERROR!	RNA	LTR	Gypsy	gypsy1	NO	1	RAL-091	RAL-091_241_gypsy1	7537	0.956	1.172750693	2.095	HRR	YES	1	0	0
2L_14923162_14923162_Gypsy-24_Dya	2L	14923162	14923162	#ERROR!	RNA	LTR	Gypsy	Gypsy-24_Dya	NO	1	JUT-008	JUT-008_196_Gypsy-24_Dya	212	0.038	1.172750693	2.095	HRR	YES	0	1	0
2L_14941420_14941420_H	2L	14941420	14941420	#ERROR!	DNA	TIR	hAT-hobo	H	NO	1	A6	A6_212_H	1972	0.655	1.172750693	2.095	HRR	YES	1	0	0
2L_14942256_14942256_I-element	2L	14942256	14942256	-	RNA	LINE	I	I-element	NO	1	B6	B6_182_I-element	5376	0.987	1.172750693	2.095	HRR	YES	1	0	0
2L_14944947_14944947_roo	2L	14944947	14944947	#ERROR!	RNA	LTR	Pao	roo	NO	1	A3	A3_158_roo	427	0.045	1.172750693	2.095	HRR	YES	0	1	0
2L_14945193_14945193_Doc	2L	14945193	14945193	#ERROR!	RNA	LINE	Jockey	Doc	NO	1	AB8	AB8_175_Doc	2767	0.578	1.172750693	2.095	HRR	YES	0	0	1
2L_14950071_14950071_297	2L	14950071	14950071	-	RNA	LTR	Gypsy	297	NO	1	KIE-094	KIE-094_162_297	6993	0.968	1.172750693	2.095	HRR	YES	0	1	0
2L_14950227_14950227_F-element	2L	14950227	14950227	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	A5	A5_175_F-element	4694	0.992	1.172750693	2.095	HRR	YES	0	1	0
2L_14951854_14951854_mdg1	2L	14951854	14951854	#ERROR!	RNA	LTR	Gypsy	mdg1	NO	1	A1	A1_186_mdg1	7573	0.788	1.172750693	2.095	HRR	YES	1	0	0
2L_14960822_14960822_roo	2L	14960822	14960822	-	RNA	LTR	Pao	roo	NO	1	STO-022	STO-022_185_roo	431	0.046	1.172750693	2.095	HRR	YES	0	1	0
2L_14961016_14961016_Copia	2L	14961016	14961016	-	RNA	LTR	Copia	Copia	NO	1	LUN-007	LUN-007_188_Copia	4691	0.872	1.172750693	2.095	HRR	YES	0	1	0
2L_14963520_14963520_17-6	2L	14963520	14963520	#ERROR!	RNA	LTR	Gypsy	17-6	NO	1	JUT-011	JUT-011_179_17-6	7436	0.957	1.172750693	2.095	HRR	YES	0	1	0
2L_14963539_14963542_Doc	2L	14963539	14963542	-	RNA	LINE	Jockey	Doc	NO	2	GIM-024;MUN-013	MUN-013_238_Doc;GIM-024_166_Doc	3409;3405	0.713;0.712	1.172750693	2.095	HRR	YES	0	2	0
2L_14963853_14963853_roo	2L	14963853	14963853	#ERROR!	RNA	LTR	Pao	roo	NO	1	A7	A7_166_roo	9197	0.971	1.172750693	2.095	HRR	YES	0	0	1
2L_14966466_14966466_F-element	2L	14966466	14966466	#ERROR!	RNA	LINE	Jockey	F-element	NO	1	COR-018	COR-018_193_F-element	1954	0.413	1.172750693	2.095	HRR	YES	0	1	0
2L_14968291_14968291_F-element	2L	14968291	14968291	-	RNA	LINE	Jockey	F-element	NO	1	ORE	ORE_176_F-element	3406	0.72	1.172750693	2.095	HRR	YES	1	0	0
2L_14969701_14969701_Quasimodo	2L	14969701	14969701	-	RNA	LTR	Gypsy	Quasimodo	NO	1	GIM-012	GIM-012_167_Quasimodo	7388	0.982	1.172750693	2.095	HRR	YES	0	1	0
2L_14969705_14969705_rover	2L	14969705	14969705	#ERROR!	RNA	LTR	Pao	rover	NO	1	A1	A1_187_rover	7467	0.951	1.172750693	2.095	HRR	YES	1	0	0
